%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
3/11/2025,7:44:30 PM,38.90557824,-92.26831125,221.4582,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,13.2
3/11/2025,7:44:30 PM,38.90557826,-92.26831125,221.4604,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,14.9
3/11/2025,7:44:30 PM,38.90557825,-92.26831126,221.4595,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,16.5
3/11/2025,7:44:30 PM,38.90557825,-92.26831127,221.457,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,18.2
3/11/2025,7:44:30 PM,38.90557825,-92.26831125,221.4577,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,19.8
3/11/2025,7:44:31 PM,38.90557825,-92.26831125,221.4572,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,21.5
3/11/2025,7:44:31 PM,38.90557826,-92.26831124,221.4584,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,23.2
3/11/2025,7:44:31 PM,38.90557826,-92.26831126,221.4561,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,24.9
3/11/2025,7:44:31 PM,38.90557826,-92.26831128,221.4611,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,26.6
3/11/2025,7:44:31 PM,38.90557826,-92.26831127,221.4596,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,28.4
3/11/2025,7:44:32 PM,38.90557826,-92.26831127,221.4634,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,30.1
3/11/2025,7:44:32 PM,38.90557828,-92.26831124,221.4612,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,31.8
3/11/2025,7:44:32 PM,38.90557826,-92.26831128,221.4576,1,13,0.0045,0.0041,0.0099,-0.0018,-0.0016,0.0031,0,33.5
3/11/2025,7:44:32 PM,38.90557825,-92.26831127,221.4579,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.2,35.3
3/11/2025,7:44:32 PM,38.90557826,-92.26831128,221.4587,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.4,37.1
3/11/2025,7:44:33 PM,38.90557826,-92.26831125,221.4608,1,13,0.0046,0.0041,0.0099,-0.0018,-0.0016,0.0031,0.6,38.8
3/11/2025,7:44:33 PM,38.90557825,-92.26831127,221.4582,1,13,0.0046,0.0041,0.01,-0.0018,-0.0016,0.0032,0.8,40.6
